,review_id,review_text,review_text_translated,review_lang,review_rating,rating_helpfulness,review_datetime,review_add,product_capacity,product_color
169,r1xnvejafj6l0t,"This is my very first MacBook! I’ve been wanting to have one but couldn’t afford it. I was using my Sony laptop since 2004 and it finally broke. I thought, if I was gonna buy a new laptop it should be MacBook so I did save some money for it, but my savings could only afford MacBook Air 2020. I love it! It’s looks cool and I enjoy using it and will probably use until it lasts lol.","This is my very first MacBook! I’ve been wanting to have one but couldn’t afford it. I was using my Sony laptop since 2004 and it finally broke. I thought, if I was gonna buy a new laptop it should be MacBook so I did save some money for it, but my savings could only afford MacBook Air 2020. I love it! It’s looks cool and I enjoy using it and will probably use until it lasts lol.",English,5.0,,2021-07-17,Capacity: 256GBColor: Space Gray,256GB,Space Gray
170,r35j86npaq2mlx,Like any laptop this laptop has its little quirks but overall this is one of the best laptops to purchase. I don't know if this is touchscreen but its not that big of a deal for a person like me . The picture/ video quality is great to look at and is very clear but the Photo Booth camera kinda sucks which is a little disappointing . Other than these little things the laptop is  pretty fast and  has all the essential app to create .,Like any laptop this laptop has its little quirks but overall this is one of the best laptops to purchase. I don't know if this is touchscreen but its not that big of a deal for a person like me . The picture/ video quality is great to look at and is very clear but the Photo Booth camera kinda sucks which is a little disappointing . Other than these little things the laptop is  pretty fast and  has all the essential app to create .,English,5.0,0.0,2021-09-25,Capacity: 256GBColor: Space Gray,256GB,Space Gray
171,rikjn3ibmq4ss,"I have own a apple iPad and now this ,it is everything I could ask for in a laptop.I have own several other laptops made by different manufacturers and everyone failed me! this is far better and very easy to setup I had no problems setting it up at all! very pleased and would highly recommend this to anyone looking for a fast and powerful laptop!","I have own a apple iPad and now this ,it is everything I could ask for in a laptop.I have own several other laptops made by different manufacturers and everyone failed me! this is far better and very easy to setup I had no problems setting it up at all! very pleased and would highly recommend this to anyone looking for a fast and powerful laptop!",English,5.0,0.0,2021-03-22,Capacity: 256GBColor: Silver,256GB,Silver
172,r12y92z83c55d4,"I switched from a ""Windows"" user of 20 years to this my first Apple so I'm still getting used to it.  I am impressed with the function and features.  I have connected a 24 inch monitor so I use two monitors.  I've attached a USB hub so I can access some of my USB devices from my other PC.","I switched from a ""Windows"" user of 20 years to this my first Apple so I'm still getting used to it.  I am impressed with the function and features.  I have connected a 24 inch monitor so I use two monitors.  I've attached a USB hub so I can access some of my USB devices from my other PC.",English,5.0,0.0,2021-09-13,Capacity: 512GBColor: Gold,512GB,Gold
173,r2tlulmgjmhs9j,"This is the second MacBook I’ve owned. The first one lasted 11 years. Apple makes a quality product. The MacBook Air is lightweight, responsive and excellent graphics. I continue to invest in only Apple products.","This is the second MacBook I’ve owned. The first one lasted 11 years. Apple makes a quality product. The MacBook Air is lightweight, responsive and excellent graphics. I continue to invest in only Apple products.",English,5.0,,2021-07-17,Capacity: 256GBColor: Space Gray,256GB,Space Gray
174,r244h3e5u605p1,"I love my MacBook, battery is so good. Camera isn’t amazing but it’s pretty good, but you have to remember…. This is a laptop. Prefect for zoom!  So as long as your not taking your MacBook on a photo shoot, camera quality is great! Screen is small. But it’s fine! Lighter than a feather!","I love my MacBook, battery is so good. Camera isn’t amazing but it’s pretty good, but you have to remember…. This is a laptop. Prefect for zoom!  So as long as your not taking your MacBook on a photo shoot, camera quality is great! Screen is small. But it’s fine! Lighter than a feather!",English,5.0,0.0,2021-06-15,Capacity: 256GBColor: Gold,256GB,Gold
175,r3srqztnu0zq29,Still learning some of the new features. Not sure if I like it better than the MacBook Pro. It is slow to come on at times and sometimes has to be fiddled with to get it to come on. Screen quality is good and speed is improved. Touch sensitive keys are taking some getting used to.,Still learning some of the new features. Not sure if I like it better than the MacBook Pro. It is slow to come on at times and sometimes has to be fiddled with to get it to come on. Screen quality is good and speed is improved. Touch sensitive keys are taking some getting used to.,English,4.0,0.0,2021-05-25,Capacity: 512GBColor: Space Gray,512GB,Space Gray
176,r2lipirkxdotr0,"Best investment I could have made for my business! I’m still adjusting to Apple computers, as I’m transitioning out technology from Windows. But this computer has cut my time for work, and photography projects, down so much! Tasks that used to take me 3 hours, only take 1 now.🤨🙌🏾","Best investment I could have made for my business! I’m still adjusting to Apple computers, as I’m transitioning out technology from Windows. But this computer has cut my time for work, and photography projects, down so much! Tasks that used to take me 3 hours, only take 1 now.🤨🙌🏾",English,5.0,0.0,2021-07-04,Capacity: 512GBColor: Silver,512GB,Silver
177,r1d3i0awpwl652,I love this laptop it’s very light it’s very thin the screen is a great size not too big not too small the battery life is great Mine did not come with the touchscreen but I really don’t have a need for it the keyboard is perfectly fine I highly recommend this laptop I can’t say anything bad about it would buy it again,I love this laptop it’s very light it’s very thin the screen is a great size not too big not too small the battery life is great Mine did not come with the touchscreen but I really don’t have a need for it the keyboard is perfectly fine I highly recommend this laptop I can’t say anything bad about it would buy it again,English,5.0,0.0,2021-08-28,Capacity: 256GBColor: Silver,256GB,Silver
178,r24omy3dcm8w3h,Never owned a Mac and now never going back to Windows.  So smooth and fast with phenomenal battery life up to 8+ hours. Great screen as well with backlit keyboard. Easy to transfer files from Windows.  This is money well spent replacing a 5+ years old slow heavy HP laptop!,Never owned a Mac and now never going back to Windows.  So smooth and fast with phenomenal battery life up to 8+ hours. Great screen as well with backlit keyboard. Easy to transfer files from Windows.  This is money well spent replacing a 5+ years old slow heavy HP laptop!,English,5.0,0.0,2021-07-15,Capacity: 256GBColor: Gold,256GB,Gold
179,rnokji5xn6mlv,"Bought this for my mom, she wanted to use a mouse. I gave her one of my old mouse. Where is the usb port? 20 more dollars for an addon for usb ports!, 720 camera still on a 2020 product come one!Everything else is great. wow, woah","Bought this for my mom, she wanted to use a mouse. I gave her one of my old mouse. Where is the usb port? 20 more dollars for an addon for usb ports!, 720 camera still on a 2020 product come one!Everything else is great. wow, woah",English,4.0,4.0,2021-04-09,Capacity: 256GBColor: Gold,256GB,Gold
180,r2p2cpti6uyimu,"The m1 MacBook Air is the perfect machine blending the best aspects of cell phone computing with the functionality of a laptop. This means unparalleled performance, amazing battery life, and beautiful screen quality. Along with these improvements the keyboard is also refined and no longer used the dreaded scissor mechanism. The only improvement I could ask for is the webcam.","The m1 MacBook Air is the perfect machine blending the best aspects of cell phone computing with the functionality of a laptop. This means unparalleled performance, amazing battery life, and beautiful screen quality. Along with these improvements the keyboard is also refined and no longer used the dreaded scissor mechanism. The only improvement I could ask for is the webcam.",English,5.0,,2021-04-19,Capacity: 256GBColor: Space Gray,256GB,Space Gray
181,r1zdyi083i0a14,I was worried about ordering a laptop on Amazon but I am very pleased. Packaged really well and can’t believe how pretty it is!,I was worried about ordering a laptop on Amazon but I am very pleased. Packaged really well and can’t believe how pretty it is!,English,5.0,,2021-07-17,Capacity: 512GBColor: Gold,512GB,Gold
182,rdc5o9dpegxyg,"Recibi el articulo con la misma calidad que el de una tienda. Sin problemas hasta el momento. Inicialmente pensé que el equipo tendría 8 GPU sin embargo he recibido la versión de 7 GPU aunque para mí esta bien hubiese querido 8, creo que parte de la descripción del producto eran 8 GPU.En cuanto a la temperatura un poco preocupado porque en ciertos momentos del día presenta un indice alto para mi, sin embargo consultando con Apple vía soporte me han comentado que se encuentra dentro de los rangos.","I received the item with the same quality as a store. No problems so far. Initially I thought that the equipment would have 8 GPUs, however I have received the 7 GPU version although for me it is fine I would have wanted 8, I think that part of the product description was 8 GPUs. Regarding the temperature, a little worried because at certain times of the day presents a high index for me, however consulting with Apple via support they have told me that it is within the ranges.",Spanish; Castilian,5.0,0.0,2021-05-30,Capacity: 256GBColor: Silver,256GB,Silver
183,r3931gpeaml1kg,"I'm a PC person not so PC. Bought this for daughter and this new m1 chip crushes PC in several important areas. Battery life, encoding and transcoding. Apple is crushing it in After Effects and the Adobe Suite WITHOUT an impossible to find expensive unicorn video card.","I'm a PC person not so PC. Bought this for daughter and this new m1 chip crushes PC in several important areas. Battery life, encoding and transcoding. Apple is crushing it in After Effects and the Adobe Suite WITHOUT an impossible to find expensive unicorn video card.",English,5.0,0.0,2021-03-25,Capacity: 512GBColor: Space Gray,512GB,Space Gray
184,r2c3c4ifo7gwy0,"Needless to say, I love my Macbook Air. This is the first time I purchased a laptop that's apple. I have owned one in the past, but it felt good actually purchasing my own this time. Now I not only have an Ipad, Apple Watch, Apple phone but I now have an Apple Macbook Air.","Needless to say, I love my Macbook Air. This is the first time I purchased a laptop that's apple. I have owned one in the past, but it felt good actually purchasing my own this time. Now I not only have an Ipad, Apple Watch, Apple phone but I now have an Apple Macbook Air.",English,5.0,0.0,2021-06-19,Capacity: 256GBColor: Space Gray,256GB,Space Gray
185,r3lb6n4wp8gub5,I love this Mac! It stays charged for what seems like forever. I’ve had no issues with it and while I’m lesson planning I have lots of windows open. It is very easy to use. I never worry about covering the fan while I’m trying to comfortably work. It’s affordable and quality.,I love this Mac! It stays charged for what seems like forever. I’ve had no issues with it and while I’m lesson planning I have lots of windows open. It is very easy to use. I never worry about covering the fan while I’m trying to comfortably work. It’s affordable and quality.,English,5.0,3.0,2020-12-13,Capacity: 512GBColor: Gold,512GB,Gold
186,rrevzgyg5lh74,Fast delivery.  Great product.  Really — this computer is amazing.  So much better than my 145b.,Fast delivery.  Great product.  Really — this computer is amazing.  So much better than my 145b.,English,5.0,4.0,2021-01-04,Capacity: 256GBColor: Silver,256GB,Silver
187,r2buwfgivstzd3,"I am not computer savvy, but find this Mac to be easy to use.  I was limping along on a 12 year old MacBook Pro and could not even update to the new OS (Big Sur), so it was time.  I didn't need the big footprint of a MacBook Pro so this is a good fit.  I'm still finding my way around but so far, so good.","I am not computer savvy, but find this Mac to be easy to use.  I was limping along on a 12 year old MacBook Pro and could not even update to the new OS (Big Sur), so it was time.  I didn't need the big footprint of a MacBook Pro so this is a good fit.  I'm still finding my way around but so far, so good.",English,5.0,0.0,2021-07-12,Capacity: 256GBColor: Space Gray,256GB,Space Gray
188,r1l0wpgcwfbyoe,"I was worried about the compatibility of the M1 processor but by now i can tell that at the moment all My stuff is running flawless on this Mac: all Office programs, FTP clients, compressors, vpn software, database clients, etc. Even games like CS in Steam.","I was worried about the compatibility of the M1 processor but by now i can tell that at the moment all My stuff is running flawless on this Mac: all Office programs, FTP clients, compressors, vpn software, database clients, etc. Even games like CS in Steam.",English,5.0,,2021-06-20,Capacity: 256GBColor: Space Gray,256GB,Space Gray
189,r25ibfpez52g8f,The solid state drive makes this laptop a speed demon!  Ultra rite screen. The laptop hardly weighs anything at all. Charges really fast. Holds charge a long time. Great keyboard and easy bluetooth connection to my trackball. Really nothing to complain about.,The solid state drive makes this laptop a speed demon!  Ultra rite screen. The laptop hardly weighs anything at all. Charges really fast. Holds charge a long time. Great keyboard and easy bluetooth connection to my trackball. Really nothing to complain about.,English,5.0,0.0,2021-07-16,Capacity: 512GBColor: Gold,512GB,Gold
190,r13ziqssm3qwno,It was time to update a pc laptop and and took the plunge and switch to an apple product. It's a great system and works well with my other apple products ie iPhone/AirPods. I especially like the fingerprint function. Nothing to complain about for this user.,It was time to update a pc laptop and and took the plunge and switch to an apple product. It's a great system and works well with my other apple products ie iPhone/AirPods. I especially like the fingerprint function. Nothing to complain about for this user.,English,5.0,0.0,2021-05-24,Capacity: 256GBColor: Space Gray,256GB,Space Gray
191,r3mp0db2m91tdb,I absolutely love this MacBook!! It has a finger print scan to unlock it and to fill in passwords which is so handy. The battery life lasts for a long time. The screen quality is flawless. It’s super fast and comes with so many useful apps on it!,I absolutely love this MacBook!! It has a finger print scan to unlock it and to fill in passwords which is so handy. The battery life lasts for a long time. The screen quality is flawless. It’s super fast and comes with so many useful apps on it!,English,5.0,0.0,2021-06-24,Capacity: 256GBColor: Gold,256GB,Gold
192,r1xq7rgvjervbq,It was a very nice laptop! Loved the color. The specs was great. I am not very comfortable or familiar with Apple products. Returned for a refund and bought a Windows laptop. Really wanted to keep it but had a hard time figuring out how to use it.,It was a very nice laptop! Loved the color. The specs was great. I am not very comfortable or familiar with Apple products. Returned for a refund and bought a Windows laptop. Really wanted to keep it but had a hard time figuring out how to use it.,English,4.0,0.0,2021-07-23,Capacity: 256GBColor: Gold,256GB,Gold
193,r194tws6h3hj7m,"This is replacing a 11 inch air that I spilled a beer on.  I pretty much love everything about it except the bigger size and heavier weight.  Battery life is amazing.  Speed, still hard to get used to.I loved the smaller size though.","This is replacing a 11 inch air that I spilled a beer on.  I pretty much love everything about it except the bigger size and heavier weight.  Battery life is amazing.  Speed, still hard to get used to.I loved the smaller size though.",English,4.0,0.0,2021-03-26,Capacity: 256GBColor: Silver,256GB,Silver
194,r1c62zxkv3ia0,Absolutely wonderful and showed up charged and. ready to go. Make sure you migrate everything from your older Mac or have a solid time machine backup to transfer. Only downfall is it has no USB ports. Buy your year’s version of a Macbook Air to USB port and/or HDMI adapter at a minimum.,Absolutely wonderful and showed up charged and. ready to go. Make sure you migrate everything from your older Mac or have a solid time machine backup to transfer. Only downfall is it has no USB ports. Buy your year’s version of a Macbook Air to USB port and/or HDMI adapter at a minimum.,English,5.0,,2021-04-26,Capacity: 512GBColor: Space Gray,512GB,Space Gray
195,rskyqdit7p8tb,"Yes, there are ""thousands "" of apps available as advertised. They do not include popular apps such as Amazon, Facebook, Spectrum  Instagram or Sprint. Work related apps like Indeed and LinkedIn. Other apps for stores we like to shop at.  You can access these website on the browser. FYI, that's how I accessed websites on my very first laptop...in 1997.  Works great for reading email and Facetime.","Yes, there are ""thousands "" of apps available as advertised. They do not include popular apps such as Amazon, Facebook, Spectrum  Instagram or Sprint. Work related apps like Indeed and LinkedIn. Other apps for stores we like to shop at.  You can access these website on the browser. FYI, that's how I accessed websites on my very first laptop...in 1997.  Works great for reading email and Facetime.",English,3.0,,2021-01-15,Capacity: 256GBColor: Gold,256GB,Gold
196,r18jl14bar8owa,Waiting for credit from Amazon on return via UPS. We were unable to have this laptop work with Zoom no audio or video and it was unstable with the Google Chrome browser. My son is a software engineer for a San Francisco Social media company and he thinks that this new processing chip being used by Apple is problematic.,Waiting for credit from Amazon on return via UPS. We were unable to have this laptop work with Zoom no audio or video and it was unstable with the Google Chrome browser. My son is a software engineer for a San Francisco Social media company and he thinks that this new processing chip being used by Apple is problematic.,English,2.0,2.0,2021-02-16,Capacity: 256GBColor: Space Gray,256GB,Space Gray
197,r26kx2438dbu90,"I absolutely love this laptop. it gets the job done for what I need it for for work. I ran into one issue where I shut it down to charge for some time and then when I tried to restart it it was just a black screen with the arrow on the screen and I had to do a hard restart on it. it has only done that once since I got this but so far I do love it. I have and apple iPhone, iPad, and an Apple Watch and it was very easy to get all systems on the same page.","I absolutely love this laptop. it gets the job done for what I need it for for work. I ran into one issue where I shut it down to charge for some time and then when I tried to restart it it was just a black screen with the arrow on the screen and I had to do a hard restart on it. it has only done that once since I got this but so far I do love it. I have and apple iPhone, iPad, and an Apple Watch and it was very easy to get all systems on the same page.",English,4.0,0.0,2021-03-22,Capacity: 256GBColor: Gold,256GB,Gold
198,r3jubio7nmaj9g,"Nice price bt pack had toxic black mold. Not returning bc I couldn't smell anything on the hardware itself and I have stuff that needs to get done. Advise looking somewhere other than Amazon. ""If it looks too good to be true, it probably is"" Very disappointed.","Nice price bt pack had toxic black mold. Not returning bc I couldn't smell anything on the hardware itself and I have stuff that needs to get done. Advise looking somewhere other than Amazon. ""If it looks too good to be true, it probably is"" Very disappointed.",English,1.0,3.0,2021-05-30,Capacity: 512GBColor: Gold,512GB,Gold
199,rgzf37lq4js6z,"No complaints so far - in fact, I am actually very impressed! The battery life is incredible (although I have only had it for two days!) and the screen, keyboard, and body are great. I had a Macbook Pro (2012) eons ago and this is obviously far and above that.I was a bit nervous buying from Amazon but I was impatient and couldn't wait the 2+ weeks it was going to take from Apple or Best Buy. It arrived quickly and in perfect condition.","No complaints so far - in fact, I am actually very impressed! The battery life is incredible (although I have only had it for two days!) and the screen, keyboard, and body are great. I had a Macbook Pro (2012) eons ago and this is obviously far and above that.I was a bit nervous buying from Amazon but I was impatient and couldn't wait the 2+ weeks it was going to take from Apple or Best Buy. It arrived quickly and in perfect condition.",English,5.0,0.0,2021-01-28,Capacity: 256GBColor: Space Gray,256GB,Space Gray
200,r1tstr9g0ovb6w,The shipping and delivery were speedy and great. Packaging also was great.This MacBook M1 is all I could ask for in a very portable laptop. Very light and easy to carry with you when you are on the go. Totally silent because there isn't a fan to make any noise.,The shipping and delivery were speedy and great. Packaging also was great.This MacBook M1 is all I could ask for in a very portable laptop. Very light and easy to carry with you when you are on the go. Totally silent because there isn't a fan to make any noise.,English,5.0,,2021-01-28,Capacity: 256GBColor: Gold,256GB,Gold
201,r1nehrt73bnkeu,"This computer is a good buy and works very well. My only complaint is that I have been a pc user all of my life (more than 60 years) and I am having some challenges with the OS. Not their fault. Delivery, packaging, speed, and everything seems really good. I am satisfied.","This computer is a good buy and works very well. My only complaint is that I have been a pc user all of my life (more than 60 years) and I am having some challenges with the OS. Not their fault. Delivery, packaging, speed, and everything seems really good. I am satisfied.",English,5.0,0.0,2021-05-15,Capacity: 256GBColor: Gold,256GB,Gold
202,r3qvfz7uj6qyth,"I love this computer.  The screen resolution is better than any computer I've ever owned.  It's very lightweight and compact, which makes it very easy to take anywhere, whether it be on a trip or to a cafe.  The Mac is also a lot more user friendly than I expected.  It's my first Mac and I am very impressed.","I love this computer.  The screen resolution is better than any computer I've ever owned.  It's very lightweight and compact, which makes it very easy to take anywhere, whether it be on a trip or to a cafe.  The Mac is also a lot more user friendly than I expected.  It's my first Mac and I am very impressed.",English,5.0,,2021-04-08,Capacity: 256GBColor: Gold,256GB,Gold
203,r30taoq6rk1gx6,"My first Mac after years of Linux. I couldn't be more impressed. I'm amazed at what this machine can do with only 8GB RAM. I always have a dozen+ browser tabs, multiple VSCode windows, Xcode, and countless other programs open, and this thing never gets bogged down. I'm a total convert!","My first Mac after years of Linux. I couldn't be more impressed. I'm amazed at what this machine can do with only 8GB RAM. I always have a dozen+ browser tabs, multiple VSCode windows, Xcode, and countless other programs open, and this thing never gets bogged down. I'm a total convert!",English,5.0,,2021-10-04,Capacity: 512GBColor: Space Gray,512GB,Space Gray
204,r2uzofs2pgx8c5,Love my new MacBook Air!!  Using it all the time 😁 Took awhile to get used to the Mac after having  a PC ... but I’m getting there 🤩,Love my new MacBook Air!!  Using it all the time 😁 Took awhile to get used to the Mac after having  a PC ... but I’m getting there 🤩,English,5.0,2.0,2021-01-13,Capacity: 256GBColor: Space Gray,256GB,Space Gray
205,r2n3n9rg9a1bqs,"I was really hesitant on making this big purchase through amazon, but this store came through. My laptop came in great condition with no marks or damage done during packaging and shipping. It came in the right color and everything. It works like a charm.","I was really hesitant on making this big purchase through amazon, but this store came through. My laptop came in great condition with no marks or damage done during packaging and shipping. It came in the right color and everything. It works like a charm.",English,5.0,0.0,2021-07-20,Capacity: 256GBColor: Gold,256GB,Gold
206,r1hroohh63vi93,I am extremely happy with this purchase! The screen quality is amazing and it seems like I never need to recharge it. I got a great deal on it and the genius at the Apple store told me it was a great model so that did it for me!,I am extremely happy with this purchase! The screen quality is amazing and it seems like I never need to recharge it. I got a great deal on it and the genius at the Apple store told me it was a great model so that did it for me!,English,5.0,0.0,2021-07-26,Capacity: 512GBColor: Space Gray,512GB,Space Gray
207,r11d38ypjakxxw,"I love, love, love this computer. I just love the fact of having everything in the cloud. When I try to look at some file that I was working on my MacBook from my phone, it will come up quickly and fast. Everything is synced. Love the keyboard, the features, the color and texture of it, will definitely stay with Apple!","I love, love, love this computer. I just love the fact of having everything in the cloud. When I try to look at some file that I was working on my MacBook from my phone, it will come up quickly and fast. Everything is synced. Love the keyboard, the features, the color and texture of it, will definitely stay with Apple!",English,5.0,,2021-04-09,Capacity: 256GBColor: Gold,256GB,Gold
208,r1akuk3lmipc9c,"First time with a MacBook and it feels awesome. Nice OS, overall good look, sound and display have very good quality, battery life outstanding. The camera is mediocre though. I have always worked with windows and Linux and I’m getting used to this OS and I’m starting to love it. Similar feel when I was changing from Android to iPhone. I downloaded and installed Office 365 in a few minutes, for programming Python and Sublime Text work just fine. Safari works so fast! No complain after a week with this laptop","First time with a MacBook and it feels awesome. Nice OS, overall good look, sound and display have very good quality, battery life outstanding. The camera is mediocre though. I have always worked with windows and Linux and I’m getting used to this OS and I’m starting to love it. Similar feel when I was changing from Android to iPhone. I downloaded and installed Office 365 in a few minutes, for programming Python and Sublime Text work just fine. Safari works so fast! No complain after a week with this laptop",English,5.0,0.0,2021-03-10,Capacity: 512GBColor: Space Gray,512GB,Space Gray
209,r2z7tomkl1t14t,"I'm an Apple girl, using apple products most of my adult life.  This is the best computer that I have purchased.  The updates that they have made have made these computers even faster, quieter, and more.  Due to the updates on the MacBook Air, you can do as much with Photoshop, InDesign, iMovie, PremierPro, and music programs that you can with the MacBook Pros, only more compact.  I would definitely encourage you to grab this one if you have the opportunity to.","I'm an Apple girl, using apple products most of my adult life.  This is the best computer that I have purchased.  The updates that they have made have made these computers even faster, quieter, and more.  Due to the updates on the MacBook Air, you can do as much with Photoshop, InDesign, iMovie, PremierPro, and music programs that you can with the MacBook Pros, only more compact.  I would definitely encourage you to grab this one if you have the opportunity to.",English,5.0,0.0,2020-12-20,Capacity: 512GBColor: Gold,512GB,Gold
210,r2m99lsbthl66d,As usual I am really impressed with the  product and also the efficiency on handling my purchase.....the United States  post office really should look at Amazon and Apple on how to run a business! ....just saying....,As usual I am really impressed with the  product and also the efficiency on handling my purchase.....the United States  post office really should look at Amazon and Apple on how to run a business! ....just saying....,English,5.0,0.0,2021-06-29,Capacity: 256GBColor: Gold,256GB,Gold
211,r2yodk3tmqgq98,"This laptop is awesome. Lightweight, beautiful screen, and fast as lightning. I was worried about apple’s new m1 processor but my fears have been put to rest. It’s fast and can handle big jobs without getting hot.","This laptop is awesome. Lightweight, beautiful screen, and fast as lightning. I was worried about apple’s new m1 processor but my fears have been put to rest. It’s fast and can handle big jobs without getting hot.",English,5.0,0.0,2021-07-27,Capacity: 512GBColor: Silver,512GB,Silver
212,r31eef5kcra8p0,"It’s an M1 chipped MacBook Air, has the previous version and this is the best one so far battery lasts a long time, even with hours of straight use, does not get hot while charging and no fans to hear !! Yippee.","It’s an M1 chipped MacBook Air, has the previous version and this is the best one so far battery lasts a long time, even with hours of straight use, does not get hot while charging and no fans to hear !! Yippee.",English,5.0,0.0,2021-02-22,Capacity: 256GBColor: Gold,256GB,Gold
213,rhfrmkzfao1z4,"I wanted to download shows from Netflix, etc. and use this on a plane without wifi, but Apple makes it impossible and really pushes you toward Apple TV. Don't buy this if you plan to use it for a similar purpose.","I wanted to download shows from Netflix, etc. and use this on a plane without wifi, but Apple makes it impossible and really pushes you toward Apple TV. Don't buy this if you plan to use it for a similar purpose.",English,3.0,0.0,2021-08-23,Capacity: 512GBColor: Space Gray,512GB,Space Gray
214,rm7x91av3cewa,Great computer very fast long lasting battery verily high quality,Great computer very fast long lasting battery verily high quality,English,5.0,,2021-01-17,Capacity: 256GBColor: Space Gray,256GB,Space Gray
215,r1mnw3n557ndjv,"Love the lightweight and easy to set up/configure capabilities.  This is my first MAC although I have iPads and an Apple watch.  Though it might be scary to move from Windows, but not at all.  Like all Apple products - everything was seamless.  Great price as well..","Love the lightweight and easy to set up/configure capabilities.  This is my first MAC although I have iPads and an Apple watch.  Though it might be scary to move from Windows, but not at all.  Like all Apple products - everything was seamless.  Great price as well..",English,5.0,2.0,2020-12-17,Capacity: 256GBColor: Silver,256GB,Silver
216,r39aocojvj5a71,Worst computer I’ve used. Screen dead after one month. Battery isn’t lasting long. Freezes and input output very slow.,Worst computer I’ve used. Screen dead after one month. Battery isn’t lasting long. Freezes and input output very slow.,English,1.0,,2021-09-17,Capacity: 256GBColor: Space Gray,256GB,Space Gray
217,r1lqiff0lufi2o,I ordered a mouse with the laptop but haven't even taken it out of the box because the trackpad is so good. The keyboard is sweet and I love the TouchId feature. I'm coming from a Windows background and this was so easy to set up. I'm so happy with it. The battery lasts a long time. Everything about this laptop is a breeze. Glad I took the plunge.,I ordered a mouse with the laptop but haven't even taken it out of the box because the trackpad is so good. The keyboard is sweet and I love the TouchId feature. I'm coming from a Windows background and this was so easy to set up. I'm so happy with it. The battery lasts a long time. Everything about this laptop is a breeze. Glad I took the plunge.,English,5.0,0.0,2021-08-16,Capacity: 512GBColor: Gold,512GB,Gold
218,r3mygi2c23s8os,"I bought this laptop on sept. 14 and received a defective one! On that date the item has been fully returnable! Now Amazon says that the item is not returnable (maybe they changed some policy after my purchase) that's it! In the item page we can see that  <<This item is non-returnable, but IF THE ITEM ARRIVES DAMAGED OR DEFECTIVE, YOU MAY REQUEST A REFUND OR REPLACEMENT. >> My item is DEFECTIVE but even now they don't accept my return and don't give me a label to return it... Amazon scamming people like you and me, so be carefull!","I bought this laptop on sept. 14 and received a defective one! On that date the item has been fully returnable! Now Amazon says that the item is not returnable (maybe they changed some policy after my purchase) that's it! In the item page we can see that  <<This item is non-returnable, but IF THE ITEM ARRIVES DAMAGED OR DEFECTIVE, YOU MAY REQUEST A REFUND OR REPLACEMENT. >> My item is DEFECTIVE but even now they don't accept my return and don't give me a label to return it... Amazon scamming people like you and me, so be carefull!",English,1.0,0.0,2021-09-22,Capacity: 512GBColor: Space Gray,512GB,Space Gray
219,r2bu6f6lewro83,other being delivered late. it was perfect gpu and cpu are crazy fast so is the ssd and ram. it may be the best computer i have ever have had.,other being delivered late. it was perfect gpu and cpu are crazy fast so is the ssd and ram. it may be the best computer i have ever have had.,English,5.0,,2021-03-22,Capacity: 256GBColor: Silver,256GB,Silver
220,rqrxmflivnvnj,"I absolutely love love my new lap top! I had a Macbook Air in college and now I have one for working at home and for traveling if the desire arises! The price is great and the quality is excellent, I noticed other reviews commenting on the quality of the video, however I do not see it being grainy at all!","I absolutely love love my new lap top! I had a Macbook Air in college and now I have one for working at home and for traveling if the desire arises! The price is great and the quality is excellent, I noticed other reviews commenting on the quality of the video, however I do not see it being grainy at all!",English,5.0,0.0,2021-07-21,Capacity: 256GBColor: Gold,256GB,Gold
221,r37j75ps2qo2o4,Very fast computer.  Lots pf fun for a first time Apple user.,Very fast computer.  Lots pf fun for a first time Apple user.,English,5.0,,2021-07-08,Capacity: 256GBColor: Gold,256GB,Gold
222,r1vxq6rabzev9w,"So I have never bought any Apple laptops off Amazon but it did arrive wrapped and packaged as if it came from Apple itself. Battery life is great, keyboard is great and it’s light. I don’t use laptop cameras so I can’t say either way on how good it is or isn’t.","So I have never bought any Apple laptops off Amazon but it did arrive wrapped and packaged as if it came from Apple itself. Battery life is great, keyboard is great and it’s light. I don’t use laptop cameras so I can’t say either way on how good it is or isn’t.",English,5.0,2.0,2021-01-28,Capacity: 256GBColor: Space Gray,256GB,Space Gray
223,r2qz84r1o36cjl,"Almost everything is top-notch: Performance, battery life, new magic keyboard, usual unparalleled trackpad, quality of materials and build. I was a little concerned about lower screen brightness of MB Air versus MB Pro prior to purchase, but have no complaints. Only feature less than excellent is camera, which is only 720p. Limited ports only a minor inconvenience. Most highly recommended.","Almost everything is top-notch: Performance, battery life, new magic keyboard, usual unparalleled trackpad, quality of materials and build. I was a little concerned about lower screen brightness of MB Air versus MB Pro prior to purchase, but have no complaints. Only feature less than excellent is camera, which is only 720p. Limited ports only a minor inconvenience. Most highly recommended.",English,5.0,,2021-03-24,Capacity: 256GBColor: Space Gray,256GB,Space Gray
224,rdon53odszt0q,Extremely light weight. LONG battery life. Perfect for travelling.,Extremely light weight. LONG battery life. Perfect for travelling.,English,5.0,,2021-08-31,Capacity: 512GBColor: Gold,512GB,Gold
